species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,41.66,18.66,224.45,3769.68,
,,37.44,19.11,195.65,5750.53,
,,48.2,17.61,194.52,4081.36,
,,43.84,14.89,188.9,4235.11,
,,33.34,17.36,222.82,5983.74,
,,46.36,17.49,217.48,3429.37,
,,47.35,16.13,211.4,5362.26,
,,38.14,13.27,230.93,4535.91,
,,55.49,14.96,190.23,5698.11,
,,32.26,21.31,201.93,4022.96,
,,57.12,20.81,192.05,3715.46,
,,57.38,16.68,206.3,2810.46,
,,35.62,19.68,176.35,5251.59,
,,37.83,19.7,217.56,4441.38,
,,44.06,16.67,196.25,5361.14,
,,42.38,13.67,202.13,5248.28,
,,54.4,15.49,206.11,5304.77,
,,33.43,19.75,228.47,5174.75,
,,53.32,16.62,213.59,3600.69,
,,43.34,16.97,222.86,4967.25,
,,47.73,13.84,195.23,4060.05,
,,59.27,17.19,217.08,4291.01,
,,53.86,13.94,174.65,4960.46,
,,44.01,17.16,212.46,3300.82,
,,43.68,15.5,213.57,4996.75,
,,50.48,17.81,222.59,6030.44,
,,44.68,20.98,185.49,5902.31,
,,54.97,19.57,194.72,6016.23,
,,33.57,18.83,175.77,5075.33,
,,54.31,14.64,191.43,5801.62,
,,53.62,17.15,214.25,4478.07,
,,35.64,13.83,178.61,6117.3,
,,37.42,18,182.41,5195.76,
,,46.3,15.66,177.07,4419.04,
,,34.52,14.64,192.35,4769.56,
,,44.82,13.62,208.1,5267.72,
,,49.84,19.75,191.38,3903.74,
,,45.33,14.83,196.85,5861.42,
,,43.62,16.69,181.77,3240.58,
,,58.93,14.26,177.13,3744.55,
,,46.3,20.61,218.63,3986.68,
,,54.92,14.68,195.36,3647.99,
,,59.51,18.1,204,2746.06,
,,46.67,17.72,191.8,4642.94,
,,43.53,18.54,198.33,5881.83,
,,58.92,18.2,219.04,5069.2,
,,52.62,17.83,215.53,5141.69,
,,54.65,18.11,175.34,2899.62,
,,43.74,17.27,175.81,3525.21,
,,38,20.82,205.94,3391.25,
,,57.59,20.9,176.05,5882.97,
,,40.47,17.91,199.09,2869.9,
,,45.48,16.91,230.72,2766.36,
,,32.66,15.03,210.21,3652.1,
,,51.86,18.51,173.02,3341.81,
,,48.55,21.31,229.3,4854.76,
,,49.25,20.94,174.95,5926.56,
,,55.94,15.85,173.37,2787.42,
,,43.9,14.48,181,4700.92,
,,59.4,16.71,207.49,5644.55,
,,42.67,19.74,210.8,3980.49,
,,43.85,13.26,202.55,6232.4,
,,40.07,21.22,193.04,4200.61,
,,54.02,20.74,203.48,3846.63,
,,42.25,18.44,180.87,4649.87,
,,58.29,19.38,180.76,4246.03,
,,56.58,13.75,227.98,4467.52,
,,36.58,15.87,181,4683.5,
,,35.06,18.96,197.37,5376.35,
,,58.02,17.84,186.48,4865.38,
,,33.61,19.91,215.79,3634.36,
,,34.35,20.94,188.94,3696.27,
,,41.35,16.74,193.72,6236.17,
,,35.02,13.95,215.22,5392.45,
,,49.9,16.57,191.3,4550.14,
,,44.03,20.84,224.96,6274.47,
,,35.14,16.7,177.13,3244.15,
,,46.44,13.65,207.84,4024.08,
,,57.71,20.53,224.13,5320.17,
,,56.67,13.74,227.56,4176.95,
,,55.58,15.15,179.08,4696.2,
,,57.31,20.34,220.49,4984.24,
,,33.44,15.61,183.6,3730.59,
,,54.78,20.55,180.31,4074.14,
,,34.22,13.54,186.89,5827.98,
,,54.68,16.05,218.3,3201.62,
,,33.58,13.15,204,4666.21,
,,36.6,17.93,179.04,3192.63,
,,32.16,15.72,222.82,4370.91,
,,48.16,18.01,197.01,3728.63,
,,37.85,15.76,207.01,6002.7,
,,41.09,20.17,192.22,3861.03,
,,45.32,20.93,189.41,5226.96,
,,55.66,15.66,211.47,5982.62,
,,49.47,16.56,184.44,5966.44,
,,43.45,15.18,183.38,5322.47,
,,32.92,14.88,208.47,3164.24,
,,40.01,16.22,224.29,3707.27,
,,41.71,19.06,180.21,5388.01,
,,32.85,17.27,201.99,5615.49,
,,41.45,13.48,182.95,3599.32,
,,34.72,17.11,217.16,3454.69,
,,58.24,19.73,192.13,3549.67,
,,57.48,16.83,182.08,3445.84,
,,59.28,13.79,174.22,3788.32,
,,53.89,17.39,192.59,2829.06,
,,47.64,17.06,190.16,3031.22,
,,47.22,19.81,188.61,3489.6,
,,32.92,18.08,211.76,5294.11,
,,48.13,18.09,204.9,4061.22,
,,34.55,20.32,216.06,4977.34,
,,40.81,19.87,203.09,5490.66,
,,56.51,19.45,226.42,3914.12,
,,40.1,15.53,216.26,5467.36,
,,40.38,16.98,177.7,2957,
,,57.93,15.55,212.78,5123.16,
,,32.39,17.97,214.28,4434.28,
,,49.03,20.17,182.6,2711.66,
,,49.27,13.78,217.04,6184.08,
,,32.8,15.4,230.74,4400.69,
,,53.83,21.46,189.02,2922.87,
,,45.49,14.02,218.19,2948.78,
,,33.12,20.25,229.88,3360.77,
,,34.14,18.69,222.1,5704.24,
,,52.78,17.29,183.05,4172.17,
,,46.63,15.35,181.92,4351.82,
,,56.77,15.75,219.01,3157.91,
,,56.97,13.63,195.94,5680.46,
,,36.06,21.29,229.72,3432.74,
,,35.56,18.51,187.49,3206.09,
,,39.82,14.4,206.24,4199.74,
,,45.12,18.54,193.98,5999.37,
,,49.32,21.38,177.39,3516.82,
,,46.67,16.16,207.39,5200.05,
,,49.67,20.03,229.55,5689.1,
,,33.28,19.01,182,3801.22,
,,41.69,15.68,222.85,6178.03,
,,40.63,19.29,179.66,3515.82,
,,49.15,15.56,193.04,3124.82,
,,42.87,14.06,220.51,3592.87,
,,53.18,18.9,189.42,5664.59,
,,44.96,15.93,188.45,4732.31,
,,44.38,19.09,173.46,5045.58,
,,44.84,13.2,225.53,4546.59,
,,56.14,15.9,215.32,3928.83,
,,48.68,19.17,218.66,2998.79,
,,34.64,19.19,176.06,3541.7,
,,39.71,15.66,193.18,3556.25,
,,51.05,13.53,206.5,4635.43,
,,57.97,19.8,172.45,4983.37,
,,48.32,21.24,226.93,5403.51,
,,34.75,16.55,225.18,4292.17,
,,57.21,13.93,181.02,3414.54,
,,48.45,13.48,226.7,3099.74,
,,41.1,13.19,178.42,3391.62,
,,36.18,13.98,178.26,3123.96,
,,42.36,20.23,213.85,5450.81,
,,53.41,17.49,198.37,4173.55,
,,55.47,15.77,207.46,3376.99,
,,58,13.96,224.62,5461.21,
,,53.21,13.92,225.85,5029.26,
,,43.7,13.38,223.42,3422.77,
,,37.09,19.02,188.34,3611.55,
,,52.88,18.38,207.58,3273.45,
,,36.43,21.42,200.18,5524.07,
,,38.96,19.95,201.85,5469.39,
,,55.06,19.03,189.07,5249.29,
,,45.15,14.64,186.14,3347.08,
,,58,19.42,224,5345.24,
,,48.47,18.46,211.5,3125.95,
,,43.64,15.02,200.5,5171.18,
,,32.12,14.14,192.47,2817.7,
,,41.77,21.04,197.35,5667.43,
,,49.15,17.7,191.63,5646.64,
,,49.84,15.15,230.68,3909.99,
,,46.19,19.78,217.75,2919.33,
,,36.27,18.47,194.02,3822.63,
,,40.22,13.95,212.72,3335.58,
,,55.06,15.63,187.85,4946.86,
,,46.21,18.02,187.72,4702.06,
,,34.08,14.47,222.64,4293.57,
,,48.86,20.24,184.66,5909.03,
,,45.94,14.8,209.1,5998.34,
,,50.17,18.51,215.62,2994.68,
,,56.43,20.55,180.01,5639.2,
,,46.88,15.13,208.55,4627.72,
,,46.87,20.19,209.28,4175.37,
,,48.35,20.02,184.64,5725.93,
,,43.36,20.99,228.89,3231.73,
,,42.35,13.32,227.38,5565.11,
,,45.73,20.38,193.58,5484.87,
,,36.57,18.16,196.96,6007.56,
,,32.52,19.71,229.22,4933.06,
,,57.87,16.5,195.42,2967.9,
,,57.22,16.22,216.92,3646.7,
,,49.41,19.92,186.79,5447.08,
,,40.66,13.33,178.39,3777.06,
,,43.14,18.68,187.92,5768.77,
,,48.73,18.45,179.34,6139.81,
,,50.02,17.13,181.21,4431.32,
,,32.34,21.39,197.2,3689.99,
,,37.27,16.46,223.43,6262.88,
,,39.82,13.98,211.02,5211.71,
,,52.72,15.72,216.92,3336.7,
,,51.21,17.35,227.5,2974.39,
,,37.86,16.35,198.92,4871.85,
,,49.73,20.52,220.11,3828.05,
,,47.85,16.11,230.38,3025.94,
,,47.23,21.49,209.42,4208.94,
,,52.61,16.6,228.72,2735.93,
,,49.08,17.27,174.81,4632.98,
,,40.96,15.8,227.79,5196.09,
,,49.66,20.44,187.19,4198.37,
,,43.62,16.52,180.37,4354.36,
,,54.71,15.83,197.83,4787.5,
,,55.21,20.73,182.34,3184.37,
,,47.72,14.36,208.88,2925.75,
,,37.61,14.92,219.04,3709.89,
,,49.88,13.77,204.47,6142.27,
,,48.12,18.07,196.7,5648.27,
,,44.63,20.37,187.23,3736.62,
,,42.17,20.62,216.18,4168.36,
,,43.85,14.82,210.36,5562.46,
,,49.22,20.64,188.83,4078.61,
,,52.68,17.59,204.82,5963.02,
,,59.42,15.13,207.54,3459.2,
,,52.09,19.36,206.13,4152.58,
,,56.09,17.43,178.94,3505.09,
,,53.81,17.73,213.46,6143.31,
,,43.41,18.98,179.99,6294.89,
,,48,17.72,212.73,4837.33,
,,39.5,17.2,207.89,3946.63,
,,34.63,14.63,180.63,3045.89,
,,46.29,18.36,200.74,3550.28,
,,48.39,15.63,224.09,3402,
,,48.28,19.05,215.5,4694.35,
,,52.14,21.02,225.79,3033.21,
,,57.36,14.89,223.82,5583.01,
,,37.38,14.13,201.99,3310.56,
,,47.15,19.73,201.08,5802.26,
,,56.82,14.86,219.75,3482,
,,43.96,18.71,172.24,5375.92,
,,53.1,20.32,183.03,3166.35,
,,57.47,16.41,204.13,5615.46,
,,41,16.11,191.96,5616.6,
,,55.83,20.72,202.75,3106.99,
,,33.36,20.16,208.75,5239.67,
,,45.53,18.87,189.24,3568.02,
,,56.34,13.83,184.87,4884.48,
,,35.29,20.42,229.01,3533.76,
,,43.3,20.16,228.96,3710.5,
,,33.08,13.37,203.2,4281.83,
,,42.79,20.26,199.52,4477.55,
,,35.23,14.52,193.14,3260.35,
,,50.14,14.39,212.97,3323.95,
,,55.85,13.86,196.33,3441.24,
,,46.28,19.26,205.05,5364.45,
,,51.06,19.66,189.81,4492.75,
,,50.08,20.03,224.84,3173.72,
,,58.2,20.34,205.49,4404.05,
,,32.54,18.7,217.3,5496.13,
,,49.19,21.48,182.85,4739.27,
,,48.24,17.72,207.17,4568.49,
,,53.7,19.07,203.72,4044.73,
,,50.21,18.01,173.72,5856.98,
,,43.43,18.52,227.71,4916.7,
,,47.04,15.98,185.4,4013.51,
,,45.9,20.8,175.49,2884.35,
,,41.34,16.29,175.96,4973.74,
,,57.16,16.86,225.54,4243.33,
,,47.11,18.44,187.11,6123.72,
,,41.57,16.46,196.36,5245.29,
,,53.21,20.16,200.62,3251.42,
,,44.14,13.81,228.89,2813.81,
,,44.3,18.18,229.89,4519.24,
,,52.11,17.01,225,6256,
,,41.03,18.45,197.46,5839.5,
,,44.43,13.37,201.91,3410.88,
,,43.17,14.92,178.05,3739.81,
,,43.37,20.05,180.3,5627.47,
,,33.19,19.45,225.91,3710.75,
,,50.42,17.36,191.97,4703.67,
,,40.22,15.47,174.93,5491.07,
,,36.28,15.31,197.92,4240.76,
,,40.31,14.44,177.86,4279.57,
,,58.69,14.14,228.44,3776.49,
,,51.41,16.85,204,3640.96,
,,37.85,17.41,222.37,3880.23,
,,37.67,18.95,202.58,4140.84,
,,50.65,15.36,198.82,5954.49,
,,58.04,17.31,213.26,6064.7,
,,59.21,14.51,211.68,4791.49,
,,48.34,20.21,189.27,5489.02,
,,49.82,18.08,184.83,4651.98,
,,35.75,21.48,217.24,3602.84,
,,43.7,21.44,209.99,5850.19,
,,45.7,17.38,210.47,4121.02,
,,44.03,16.96,211.44,3631.04,
,,32.66,15.92,216.35,6257.8,
,,43.85,15.81,175.78,3826.74,
,,54.39,15.31,183.71,3755.53,
,,41.83,17.21,184.82,4953.04,
,,58.89,15.92,227.83,3900.61,
,,52.99,14.09,223.12,6142.69,
,,44.16,19.82,217.04,3779.2,
,,34.66,16.55,224.7,4930.66,
,,41.72,18.91,194.77,3310.53,
,,38.44,13.83,195.61,4793.31,
,,37.78,17.22,182.9,4415.55,
,,34.47,21.27,200.17,6184.43,
,,41.69,21.17,209.59,4832.89,
,,34.44,19.18,201,5281.76,
,,56.13,19.29,229.36,5995.95,
,,32.47,20.05,198.14,5544.85,
,,58.15,13.5,192.99,5814.28,
,,47.84,21.4,219.58,2809.41,
,,45.95,17.23,221.08,4164.9,
,,56.11,14.63,194.32,5060.99,
,,47,14.5,210.91,3752.92,
,,45.02,13.36,228.65,5997.71,
,,46.42,18.55,180.61,6198.16,
,,47.73,13.63,181.13,4808.04,
,,41.69,13.94,189.48,4617.34,
,,40.76,21.03,224.51,3775.5,
,,38.92,19.84,214.77,5317.12,
,,50.08,20.08,172.02,2973.28,
,,42.61,17.97,172.42,4564.21,
,,43.98,14.29,229.8,2871.24,
,,35.72,18.91,207.9,4564.29,
,,52.82,17.12,193.19,4633.83,
,,38.77,21.1,185.89,4144.12,
,,48.73,17.46,189.7,3780.32,
,,37.03,16.01,178.59,3966.3,
,,46.62,21.14,188.34,3383.6,
,,35.88,18.95,180.15,4656.36,
,,37.45,14.61,207.85,2823.89,
,,47.84,21.15,221.97,5906.14,
,,41.46,14.83,185.16,3680.21,
,,40.47,17.4,226.61,2731.14,
,,52.55,14.18,224.45,5289.77,
,,33.74,21.46,224.62,4441.71,
,,49.44,13.39,220.75,5530.48,
,,40.63,15.1,182.04,3281.63,
,,53,14.75,197.15,4436.2,
,,33.14,19.4,191.46,6160.82,
,,57.82,15.56,193.9,4030.45,
,,40.91,21.1,188.02,3042.62,
,,53.76,19.73,193.03,3066.97,
,,34.66,20.13,173.94,5421.19,
,,57.92,21.39,225.84,4450.01,
,,35.17,20.44,179.06,3049.54,
,,58.43,13.77,188.47,6182.9,
,,41.71,16.78,196.35,2842.44,
,,34.15,19.01,203.98,2935.62,
,,44.87,14.61,213.89,4764.52,
,,55.95,13.16,176.19,5336.45,
,,58.37,21.38,200.79,4797.57,
,,39.74,17.35,178.19,4088.6,
,,56.79,13.44,175.9,3005.31,
,,41.97,18.02,181.29,5247.37,
,,49.22,17.42,177.56,5909.66,
,,52.17,20.36,216.14,4620.91,
,,43.94,18.35,200.56,4462.82,
,,53.06,14.54,197.68,4166.96,
,,55.65,21.07,218.11,4399.45,
,,46.04,14.84,215.52,5875.36,
,,36.27,18.68,183.58,3971.06,
,,44.53,15.63,176.34,5635.72,
,,38.75,16.31,225.61,4279.99,
,,48.38,16.52,206.97,4152.15,
,,46.72,19.48,178.66,2722.1,
,,55.11,17.54,176.65,5457.55,
,,53.32,21.43,183.58,5664.62,
,,34.28,18.73,195.69,3408.09,
,,32.61,19.31,216.03,5251.03,
,,55.76,16.5,194.66,2782.06,
,,32.28,13.37,220.92,5417.74,
,,34.88,18.15,193.45,4380.87,
,,38.17,21.41,217.83,2995.67,
,,38.26,18.06,179.23,5334.42,
,,35.97,16.18,183.92,5984.52,
,,49.54,18.6,192.3,5544,
,,52.08,13.68,230.16,4015.84,
,,40.15,16.74,199.64,3671.76,
,,48.83,13.48,202.16,3051.11,
,,53.65,17.65,219.1,5528.62,
,,47.62,14.62,177.88,4213.84,
,,33.76,13.61,203.25,3746.53,
,,38.28,18.09,214.51,5031.76,
,,43.43,17.98,200.43,4740.87,
,,45.72,16.76,184.25,3448.31,
,,40.26,21.19,217,5680.74,
,,51.44,13.28,174.03,5852.83,
,,54.02,13.63,210.81,2844.89,
,,39.88,13.38,207.7,3569.82,
,,53.13,13.57,193.03,3475.27,
,,42.91,15.19,228.03,4585.14,
,,40.28,17.48,183.32,3045.82,
,,45.51,13.42,195.6,3915.51,
,,35.42,14.28,225.97,5929.58,
,,39.22,15.82,191.32,4666.97,
,,53.3,13.62,227.47,4539.07,
,,32.36,13.21,178.94,5420.54,
,,41.97,19.74,224.75,4736.15,
,,38.01,13.77,205.7,3909.59,
,,56.02,16.31,205.58,6249.84,
,,34.29,18.83,224.16,5225.62,
,,43.96,21.13,186.49,6197.19,
,,56.27,14.89,199.2,2905.34,
,,53.93,16.14,230.69,3461.37,
,,48.71,15.54,192.49,4698.88,
,,48.9,18.39,217.6,5218.28,
,,37.59,18.83,226.89,2878.56,
,,35.9,16.63,222.75,5067.54,
,,33.78,13.73,197.67,2722.78,
,,40.12,20.31,202.19,3117.3,
,,36.71,13.31,201.62,2989.85,
,,46.12,21.22,229.79,2850.42,
,,38.66,15,222.34,2816.56,
,,44.12,18.75,191.59,3560.42,
,,46.22,17.82,211.11,3346.8,
,,44.91,18.92,197.76,4799.1,
,,51.6,16.6,194.9,3936.21,
,,44.1,17.63,203.12,3604.1,
,,53.46,16.16,191.91,5970.97,
,,33.8,16.7,180.64,5314.33,
,,44.37,19.55,226.58,3043.34,
,,42.43,20.3,176.29,5939.43,
,,46.61,17.4,223.64,5690.84,
,,35.91,19.08,177.86,3527.79,
,,42.05,20.28,181.79,4120.4,
,,58.61,15.39,197.34,6042.85,
,,48.25,16.54,200.37,4609.79,
,,35.64,13.22,183.92,2876.48,
,,33.61,20.61,188.9,4745.05,
,,40.81,13.89,216.29,4474,
,,33.22,16.25,183.89,2954.58,
,,47.34,19.86,195.14,4099.56,
,,50.61,16.81,216.75,5910.61,
,,34.02,18.57,225.63,2788.64,
,,32.7,17.72,215.96,5052.69,
,,46.62,18.01,229.89,5409.9,
,,36.27,19.57,179.19,4635.04,
,,34.88,13.8,189.74,5681.94,
,,55.04,18.21,213.77,5378.32,
,,58.13,21.31,199.12,3204.82,
,,35.32,15.83,199.04,3347.21,
,,49.62,16.28,225.09,5654.87,
,,36.96,15.94,208.54,4781.64,
,,53.1,17.84,184.68,4257.26,
,,47.12,13.6,198.91,4863.98,
,,42.16,19.95,209.74,5685.87,
,,59.56,20.92,185.79,3456.42,
,,51.53,15.73,176.19,3020.74,
,,36.94,16.54,192.3,3592.21,
,,45.43,13.13,181.55,5669.94,
,,41.79,20.49,224.86,5384.1,
,,51.9,18.09,227.48,6104.17,
,,49.55,17.66,218.73,3701.35,
,,51.05,19.82,188.68,5363.35,
,,53.03,21.23,213.41,4305.83,
,,33.25,18.29,209.65,3036.22,
,,51.33,14.23,180.06,5397.53,
,,35.57,18.05,190.99,5642.72,
,,55.63,13.26,205.61,3415.17,
,,56.29,19.74,228.92,2704.64,
,,44.64,20.79,203.64,5843.67,
,,42.7,16.27,191.81,4683.01,
,,53.82,19.5,224.85,3717.47,
,,39.35,17.11,214.53,3838.27,
,,57.81,15.61,230.96,6190.34,
,,40.63,17.47,181.41,4389.04,
,,38.42,17.03,195.69,5898.12,
,,32.78,17.46,203.76,5138.53,
,,58.47,14.4,200.89,5446.15,
,,46.12,15.92,196.5,4208.96,
,,43.12,18.27,180.97,4956.33,
,,39.44,14.59,211.14,5805.28,
,,33.78,18.01,194.03,5387.44,
,,57.6,19.51,176.53,5450.31,
,,37.51,14.67,207.3,6250.03,
,,32.15,18.6,228.13,4493.53,
,,55.67,17.46,211.13,3800.3,
,,38.67,20.33,222.75,3180.97,
,,57.49,17.23,220.86,3857.06,
,,52.48,19.36,223.82,5697.75,
,,49.67,14.15,181.22,2712.99,
,,46.25,19.56,226.54,2978.5,
,,49.05,15.41,197.95,4650.69,
,,46.35,20.72,206.1,3191.97,
,,55.41,20.22,204.19,4015.71,
,,40.96,18.09,202.44,5678.17,
,,50.89,17.49,205.44,2930.24,
,,35.31,18.43,215.69,5743.86,
,,53.15,16.78,220.58,4762.94,
,,42.25,15.25,203.18,3482.71,
,,55.93,15.57,192.78,4142.66,
,,44.67,19.02,212.39,6269.35,
,,34.19,19.78,196.61,4718.31,
,,53.45,15.39,196.21,5706.36,
,,43.97,20.04,189.19,3847.64,
,,40.2,19.37,205.33,5637.37,
,,34.51,21.02,216.12,6298.94,
,,36.5,20,187.23,3825.31,
,,42.09,15.78,193.52,4369.05,
,,42.51,13.94,205.31,5971.2,
,,43.84,13.62,215.31,5640.8,
,,43.82,20.84,206.56,5381.72,
,,38.23,13.93,205.22,6161.3,
,,38.99,13.88,221.52,5630.51,
,,54.32,19.06,213.32,4579.62,
,,53.2,13.25,218.93,3826.59,
,,47.28,18.5,181.12,5206.2,
,,45.05,13.18,198.62,5147.9,
,,34.37,19.49,224.19,5544.1,
,,57.04,13.4,219.89,3103.69,
,,33.43,18.91,184.26,5626.67,
,,39.31,17.05,212.97,4704.2,
,,36.91,14.93,229.66,5328,
,,49.87,13.27,179.28,4213.59,
,,51.86,15.49,187,5560.09,
,,50.75,20.76,230.93,3210.13,
,,33.71,14.58,199.68,3644.01,
,,44.65,16.36,224.8,5853.14,
,,58.09,15.56,191.63,6029.11,
,,57.94,19.84,211.14,4305.41,
,,46.38,16.58,180.49,5276.39,
,,49.65,20.77,183.75,4516.76,
,,34.48,16.73,196.36,3268.03,
,,54.2,18.23,172.76,5614.54,
,,57.3,16.52,180.9,4943.76,
,,34.18,16.24,182.57,4325.25,
,,50.91,21.34,197.8,3192.17,
,,37.01,13.35,201.73,5039.69,
,,57.35,18.34,225.44,6002.13,
,,42.81,15.49,224.54,5721.64,
,,47.64,15.64,197.41,5128.48,
,,38.13,16.84,211.49,4044.11,
,,55.8,13.7,209.48,5710.3,
,,42.14,13.87,226.57,5432.96,
,,39.08,16.71,180.32,3225.72,
,,47.3,16.84,173.49,5047.59,
,,59.44,13.64,211.72,4916.63,
,,57.69,13.83,226.26,4343.95,
,,41.99,15.66,223.93,4481.44,
,,49.9,14.4,216.12,5589.93,
,,45.73,14.56,220.68,6189.81,
,,50.67,16.45,189.37,2745.28,
,,36.79,19.59,180.12,6098.72,
,,36.1,15.85,191.49,4589.21,
,,54.35,16.72,176.16,5091.63,
,,44.77,19.67,214.4,5403.12,
,,39.25,17.33,186.8,3848.32,
,,56.55,21.46,193.8,3171.38,
,,42.39,20.33,191.99,3114.77,
,,38.7,21.47,225.57,5230.75,
,,46.55,16.4,211.5,3664.89,
,,45.41,20.7,190.88,3184.71,
,,51.54,13.97,206.88,4615.01,
,,47.57,14.94,182.45,6141.63,
,,47.53,13.2,192.92,5306.69,
,,47.79,18.34,205.34,3117.01,
,,41.95,19.86,229.29,5530.82,
,,45.66,15.55,220.96,3974,
,,58.38,19.61,181.81,4379.48,
,,56.5,18.66,229.69,5831.55,
,,36.82,20.12,183.81,5768.79,
,,57.24,18.91,172.51,4759.54,
,,49.16,17.07,205.34,2733.16,
,,36.86,14.34,189.58,6181.1,
,,58.62,18.26,206.51,4741,
,,55.03,13.65,186.99,5497.32,
,,46.31,18.84,204.12,4969.98,
,,51.46,16.69,204.79,4861.83,
,,59.39,18.29,172.5,4193.99,
,,50.94,14.77,196.8,5906.71,
,,46.38,18.2,215.38,3512.79,
,,34.96,17.53,199.62,6134.92,
,,52.29,19.92,219.94,4470.92,
,,40.13,17.67,208.53,3061.09,
,,35.86,14.57,193.61,5715.02,
,,44.1,20.57,194.27,6145.36,
,,49.89,13.95,220.76,5769.11,
,,48.28,19.65,193.54,4879.89,
,,53.45,16.02,205.3,6192.44,
,,57.95,17.09,176.4,3479.1,
,,55.67,15.28,214.75,3209.41,
,,47.72,14.51,205.29,5740.92,
,,41.48,20.17,180.68,4575.84,
,,36.12,15.2,226.5,3986.04,
,,44.04,15.89,209.93,3815.73,
,,51.91,16.92,181.21,4823.34,
,,59.28,18.93,221.93,6119.6,
,,51.51,14.59,206.43,4397.83,
,,45.23,19.18,225.27,5222.55,
,,56.39,18.86,207.84,5687.73,
,,37.59,15.51,215.81,5194.04,
,,33.37,18.42,187.29,4453.27,
,,33.4,15.68,219.04,4399.14,
,,38.33,19.71,173.34,5601.58,
,,50.34,16.64,220.73,4490.72,
,,40.68,15.94,195.12,5054.69,
,,36.53,17.69,194.33,3267.79,
,,35.99,14.06,183.42,5679.04,
,,36.47,19.5,175.43,6208.92,
,,33.44,20.78,180.38,3569.52,
,,56.2,16.99,206.87,6212.19,
,,39.85,18.11,204.75,4502.79,
,,57.75,20.77,224.28,4755.56,
,,52.98,15.39,199.61,5852.09,
,,57.54,21.46,193.34,5250.07,
,,53.34,20.37,172.82,5283.2,
,,48.24,18.39,228.85,5354.32,
,,58.45,15.5,194.75,3466.11,
,,47.85,16.34,184.97,4751.77,
,,56.83,13.94,211.09,5706.03,
,,42.9,21.33,187.37,3166.28,
,,32.45,15.38,172.98,4473.69,
,,44.48,14.68,202.02,6170.86,
,,50.98,17.58,176.41,4621.34,
,,48.33,16.38,228.44,5123.77,
,,44.43,13.3,201.32,2949.37,
,,43.38,13.64,191.44,5419.99,
,,42.99,20.49,181.32,3603.79,
,,49.17,16.61,193.79,4007.11,
,,47.39,21.23,175.12,5438.16,
,,47.01,17.19,189.23,6237.45,
,,59.45,14.93,179.89,2752.19,
,,46.29,21.34,213.43,2966.66,
,,43.75,20.25,198.95,3080.63,
,,35,18.2,185.82,5871.61,
,,39.87,14.09,185.83,5950.95,
,,58.16,18.03,222.66,4587.16,
,,37.08,15.12,184.81,3197.41,
,,43.49,17.77,194.33,6192.76,
,,52.66,20.7,200.16,5271.39,
,,51.14,21.04,199.59,2882.82,
,,39.51,15.38,212.66,3798.46,
,,55.82,16.07,230.58,4052.48,
,,44.14,21.35,198.21,3455.05,
,,45.08,17.42,213.59,4311.44,
,,54.89,14.59,223.65,4233.25,
,,56.08,18.9,208.51,3534.46,
,,44.65,17.59,203.85,6297.74,
,,46.8,13.17,198.24,3568.56,
,,56.52,20.28,191.73,6000.64,
,,37.67,13.19,208.19,5680.05,
,,41.88,20.35,173.63,4047,
,,34.91,17.61,221.97,5961.8,
,,53.49,17.33,172.17,4685.41,
,,51.38,17.73,210.36,5560.61,
,,36.01,20.07,173.54,4493.14,
,,34.93,20.29,229.4,5634.8,
,,48.28,18.98,220.02,3104.3,
,,35.64,19.37,188,4010.76,
,,49.59,14.53,177.83,4405.69,
,,56.95,20.96,209.36,4555.67,
,,45.48,18.63,187.46,2976.41,
,,32.82,19.76,172.7,3604.56,
,,47.06,14.49,216.57,5343.56,
,,57.79,17.28,211.89,2960.45,
,,40.65,15.91,192.09,5821.94,
,,37.76,15.56,210.99,5800.99,
,,51.61,20.72,183.51,5310.72,
,,48.12,13.46,224.11,4750.37,
,,57.64,19.53,210.91,2885.57,
,,55.47,15.4,207.17,3992.95,
,,37.7,19.08,198.35,3405.91,
,,52.27,15.75,195.18,3884.8,
,,52.29,20.01,180.03,4269.77,
,,54.54,15.05,209.7,3520.88,
,,51.8,13.74,196,5629.4,
,,49.08,21.45,213.97,5213.44,
,,45.32,14.04,196.81,3930.9,
,,40.41,20.23,225.36,2841.01,
,,36.03,16.2,225.58,5578.95,
,,35.5,17.17,230.92,3355.37,
,,55.11,18.6,221.74,5525.77,
,,57.74,19.39,173.06,4557.2,
,,36.36,18.3,222.87,4534.99,
,,48.72,14,203.42,5341.56,
,,42.35,20.36,172.65,3803.28,
,,32.76,17.44,205.85,4526.34,
,,51.26,15.51,178.85,5522.55,
,,34.53,14.08,228.92,3213.71,
,,34.26,20.73,176.06,2953.25,
,,33.71,18.92,195.41,4350.04,
,,48.37,14.91,174.79,4832.15,
,,33.48,13.34,212.76,3142,
,,45.65,18.39,198.37,4945.28,
,,40.68,17,204.33,4961.19,
,,56.09,16.67,223.24,3532.41,
,,39.81,17.32,218.41,5007.95,
,,36.85,14.54,223.04,4013.93,
,,51.62,13.67,197.74,3301.78,
,,47.49,19.11,176.64,5220.08,
,,49.86,20.79,209.2,4028.51,
,,57.6,20.13,223.62,4019.97,
,,34.4,18.76,211.38,3917.63,
,,39.83,17.24,191.2,3479.83,
,,33.45,16.11,183.45,3575.56,
